1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
658.5029681,-553.1051827,1824.240757,-261.5759065,443.1525111,-248.6535338,-588.9022757,-395.5150202,-373.0444078,593.1075438,-235.7893804,-35.72538336,31.45267732,208.5347904,71.06719561,165.7560833,-105.2173224,495.3894184,60.99898464,-47.83309695
-1687.253639,-1162.646516,1072.252195,-99.81492512,156.5690649,7.460966949,-710.3367117,-766.7614041,7.170037878,556.5421249,-468.1535601,-28.1334438,-384.9215786,-132.3028846,211.8882425,205.1453525,210.6299553,473.7537268,-21.83124564,169.3790244
-125.254052,-342.1507808,1091.724216,45.79039023,-108.3516646,-25.6114699,-634.4202475,-10.07348358,332.3616033,28.70994931,14.73049464,-463.6617995,-79.97449061,-339.6256222,127.0032432,223.1233736,139.225,-177.7837779,14.45464957,38.1494489
-71.55093154,185.5410075,785.9693128,-799.3059986,690.4631067,6.435545739,-235.5296397,-88.91701943,213.8987582,665.9480727,499.9705322,-60.66695011,-432.8064699,123.1289074,-14.4054804,802.7238325,122.9447844,145.2390272,-233.1236063,190.1343287
-1437.500591,-1609.189971,1167.231373,-253.3419679,333.9418992,334.9497971,-424.2378066,-372.0908741,433.3162934,295.6837817,-435.9298616,-87.39212506,-510.6904257,-43.43652624,43.85077116,360.3193273,274.4659968,268.1894514,206.7518454,112.6745693
-1350.218034,-1137.149372,1471.349398,27.34618149,558.1947184,358.8664419,-363.8756006,-580.8131185,-474.5646707,-2.374617858,36.99473858,423.500649,-339.0072184,-47.12742823,105.233193,32.85959301,315.1500069,43.08176004,59.54678697,1.373004766
-1571.509989,-1124.430081,1023.608414,-63.21988289,427.963358,301.5081672,-692.4861131,-526.0165535,393.2631683,497.6996956,-314.3712376,253.3400135,-142.6729168,46.20681225,-23.57423289,22.52754801,121.8365286,275.9475577,-40.70110792,-49.77798612
-94.25960067,-93.42007006,1159.943826,-156.9000783,662.002448,-340.6889664,-140.629871,-12.72853228,-309.1269122,620.3894878,323.2060062,-113.5106389,-157.5896645,-463.7853901,486.1769937,255.7666643,418.8209953,-325.7812659,-36.4078071,174.575462
-1517.417461,-1275.744127,1201.404261,-27.42438432,890.5877,208.1833497,-615.4214725,-566.3133614,-4.818994561,142.4981346,301.5202927,401.412138,-124.1173737,-90.8014046,147.1441603,-19.02127241,-63.86945214,477.9448592,-57.56788284,-72.65258998
-1481.891226,-1187.050562,1180.819884,10.58184457,917.8861667,482.3970467,-614.5874662,-514.5775808,159.8187219,60.05873098,-311.5218201,260.0584321,-429.955394,154.5583368,234.4881718,48.38421337,114.7161189,273.2212849,8.578752891,255.1684315
-1640.776069,-1248.85128,928.5383059,-66.89352665,75.21131508,120.6016592,-823.2931186,-575.64738,379.0866742,383.7021135,-235.0861886,-9.471718097,-416.036501,-9.721558022,-6.594228062,192.6354555,307.461353,319.3244326,156.4358063,71.74668586
878.4459431,-857.9820187,1459.057805,46.67167036,137.7254187,-63.30662278,-446.3533469,-1124.777009,-204.0645244,117.3138861,471.7497933,-26.86187231,85.63002115,94.93142251,451.5625467,462.0902662,-39.3496957,271.1217792,33.52651033,104.8306606
-928.4108834,-1461.143327,1231.707019,-300.2159621,1045.314201,349.2634166,-315.9632565,-64.59705257,-99.94465024,-117.0231819,294.7260161,172.9888986,-266.52949,-335.1793915,-25.81258399,204.4218061,-387.7248359,524.0170547,-224.6021023,-118.2356487
-1600.132128,-1054.199555,1150.018769,-30.3863987,931.1690321,209.6656557,-834.9922868,-768.2866087,346.291124,155.0659585,-141.4021952,20.91779289,-260.8519333,11.92902378,351.346901,-98.38251962,155.1701877,259.3982123,-4.028233379,67.05193346
-92.37424023,-1090.987005,1722.27899,-105.8338537,-5.755044824,565.3659412,-190.9626598,-520.0120239,382.2640307,152.7679573,484.826728,-162.8259546,-146.9447307,-282.6031177,-486.0392696,235.9158277,5.936250263,-98.34381181,-176.7852125,-121.4088877
-1317.772363,-1025.836785,1343.160357,-196.1283833,998.1913268,301.7900845,-513.6883097,-183.6759177,399.1886454,302.919491,175.0380202,-5.667499332,-219.5627727,68.08170025,158.6813968,121.174389,67.78894517,5.25014039,164.9673203,-292.0639235
-1509.611996,-1041.509846,1625.865846,345.9143675,1264.459463,212.580349,-661.4527293,-661.8679227,320.527336,128.6414001,16.98615821,192.8148033,-150.5951906,288.29678,215.4603022,-123.3555647,30.0385979,208.1808951,85.11013552,156.6638958
329.9589144,-1110.327968,1289.296833,-158.478666,691.9063491,-246.3907764,-269.7191838,165.1075959,133.4180948,564.261716,126.4528459,-226.334929,-751.3421311,6.488160188,167.8760555,323.8943949,127.6473721,47.7480193,266.6591751,29.33540542
-1188.504204,-681.9031904,1030.397964,-197.7539242,687.0047364,188.3174864,-612.5184071,-678.0819643,346.8878871,503.2381893,-336.4902315,-483.3825785,6.42768324,-30.8510589,377.0304622,583.8458766,278.5674154,-205.0966907,138.8732291,390.0483921
202.2372335,-663.5134392,1624.629644,-609.9097407,-38.0859691,320.3564088,-544.3597203,-844.2598772,458.5121653,23.84924171,436.4570487,123.8456458,-73.0564998,337.752227,325.7869489,107.2240446,-153.018406,74.88594077,-137.0076766,318.3580005
160.6073184,-754.7918962,1738.554163,204.6745892,6.402317865,-7.071331693,-196.8683956,59.52220625,-282.9254229,1061.480407,253.0911931,-287.9948703,-111.6062954,20.18600716,391.4191492,341.8173851,10.29571479,18.7355703,-47.66829945,81.67738374
-651.5780798,-1018.98983,920.9728758,-252.9584058,-352.6750704,242.9400537,41.53633138,90.48142522,127.6213351,-196.7519434,370.6114961,167.0201296,-134.9271091,347.2925912,100.0316612,442.4695044,227.8297444,-34.27428607,358.7060735,-81.47662542
260.8243913,-208.2724251,473.5602724,-467.1482078,319.1869121,-182.3919406,-384.1510569,-388.0523482,11.99994659,24.13690895,-62.11560788,296.8821833,-185.3193963,-279.4701172,12.48599802,663.950521,-402.3685952,268.964498,116.9714111,-260.0902811
-1282.772909,-853.0003125,981.4836221,362.9190616,968.6813163,474.6379029,330.2230556,-230.9273713,-202.0555655,163.308593,350.7700911,-121.9127584,-272.4146575,121.0888858,-91.11557504,478.7515549,-95.58302949,407.3914835,114.0482239,370.2097366
-1429.581177,-1003.096779,711.4418909,-5.444325019,576.6972105,-29.10581985,-96.72947964,-314.1701149,-48.84589801,725.9191153,307.972545,507.858093,357.545139,-68.28949242,39.90523034,356.6005763,48.98694341,-18.36179444,233.248329,-21.91449018
392.3398713,-588.5998531,764.2387904,-268.6197791,78.57054465,-194.4665361,-549.7295165,-181.7128979,87.54640536,455.2622662,-85.68200717,69.93586676,-232.1017231,-63.3884719,-82.34973683,185.9344294,46.22920938,307.715822,140.4496784,-261.01446
-527.3602523,240.512271,1015.849894,-330.921046,727.9064493,169.4610899,218.2194695,-264.5519475,247.1685648,117.1467172,27.57992664,-130.3387636,-166.4085499,48.9529946,137.5228549,126.5478804,63.63791411,-115.4723394,-430.1242187,54.88057017
-1353.17075,-1142.492415,918.6465653,-196.7947468,277.0551461,-238.2343498,78.4757332,-484.8841339,-119.7462242,677.8808616,304.7432101,151.3822691,-68.68093405,-356.0758066,-161.2292042,257.2061461,-151.2518022,132.0347341,293.6486044,-187.2985142
-1211.244313,-514.3607605,841.7432856,-132.672281,855.8137384,28.66416311,-43.13437128,-767.1902989,-588.6692702,359.9422205,464.3855628,-219.5654774,49.35348564,-249.6797535,-89.16053761,-75.98195391,-19.68456947,285.3089357,-14.96458675,-86.13488157
-1550.267857,-561.3725164,1392.98143,-239.8587123,711.7625799,-269.4485181,-291.4629442,-762.2276609,-670.0793089,405.8148822,229.4290234,-140.5255785,-363.4091535,-299.1740131,-25.53846143,-244.1323794,212.1363346,192.7752147,12.07362989,12.12380082
-236.648527,-766.8901974,1120.396996,-1053.226139,434.6529325,231.7396681,-122.1091904,86.7771437,-85.45582166,383.6314613,-385.3922052,-102.7231004,427.9671729,-160.7552206,128.280569,43.6969186,-229.2663013,264.7156162,17.24696464,36.24750234
-1179.805146,-1372.20738,1312.740365,-571.7563111,196.5047234,-903.9080378,389.4992163,-140.1126498,95.24815514,558.9579204,234.7381818,105.0952751,-342.1491726,28.87024554,-241.9413202,287.0041723,-75.79605938,-105.3960453,64.02152514,-99.60123885
-1312.39113,-1070.805883,588.607521,92.22121121,76.50720435,-506.8745329,-188.4727959,-534.2567534,77.61454784,922.5588282,273.0989061,432.9673186,-18.83786924,-7.639655601,-249.8444298,360.9275189,9.576147204,86.89153313,127.1083797,197.2930404
-1460.711151,-931.0455098,756.6522845,-28.38128444,703.9467602,-187.2300669,-55.66246502,-470.7071948,37.03524452,664.3859872,216.0478628,312.4305088,341.5362422,-160.3178196,125.2173352,311.4911896,7.068807909,-145.77845,237.8161386,-188.4564636
-30.98493071,138.7713403,792.6311994,-86.37151226,148.1854402,-381.4268315,-313.9343522,235.405191,-143.982241,-118.8005853,-186.7256962,92.16953068,-35.6544186,19.33958701,79.12699744,93.91601728,382.1822637,-37.24801316,183.8380557,-63.60375196
-1228.16921,-797.4624795,664.7064341,203.2615343,704.8280949,-104.4948531,-356.0924609,-565.6844717,-366.1891116,821.5672839,303.1138894,435.6613824,194.5824389,-300.4583221,117.4702725,75.30105012,108.1758211,21.13277344,91.36122349,238.2021376
-567.9767559,-1393.656131,858.6026428,-690.3690499,241.1266241,387.2669612,300.2440464,-82.55152916,-240.1252331,469.1978191,302.6165018,-46.53453402,-151.7923199,346.0084118,384.4596648,512.7072227,-1.592742941,51.76736138,142.9481101,-23.36516784
-679.9171897,-520.51389,1973.942357,-1434.240178,778.110797,-491.6394519,-106.111895,205.630626,-281.320164,259.066447,346.6986457,-212.2047283,107.688546,136.6915646,-117.7475625,565.0239593,266.7696296,437.8183199,-264.3136459,272.3573915
-352.7520743,-479.900675,873.0567131,-300.91044,-114.1187586,79.01429128,265.4281858,-64.50120004,357.0183214,98.76847182,291.1108879,-131.1019483,28.01931284,150.4557738,100.3093484,-72.89983894,249.041429,404.600463,-11.45452321,3.862570957
420.1099789,-597.4047154,689.6144439,-99.82306636,703.4640476,-74.16131067,276.4492854,-283.0155186,30.14042088,554.0509576,-30.75968093,-203.0816689,-351.0279923,-252.080594,16.68047587,-101.1434293,-184.5778358,225.9525289,218.1709314,98.90222879
-1624.866657,-772.0867646,781.2732179,-604.0287443,691.9480224,-532.9794937,-732.62828,-166.8380286,-381.3757111,668.4092973,777.3899135,-61.1644111,-132.160759,-140.8444949,175.4037527,310.3515605,-44.37991216,-140.1571003,-28.91636174,347.2855469
-1275.147171,-689.3750883,610.5612077,40.11669183,640.1327069,177.0319983,-105.4186781,-456.298433,-592.2495331,373.0450829,516.082985,-119.5418986,38.90450432,-248.6192025,9.043751744,218.2560556,122.5251924,154.997769,33.04598908,-124.6046655
-1205.692741,-1334.986528,1328.511903,-425.6704185,869.4018884,191.2268118,-86.02371912,191.6672372,-103.88261,613.3079362,146.0954409,246.4705154,-85.77475856,44.67114356,-4.65968151,56.31902987,-133.4554856,34.45358229,59.28129447,188.3044535
587.0407306,-936.0773487,806.04206,197.2090278,406.4917865,-222.2008793,255.6541845,-378.2689575,-59.10371428,590.2413849,205.2860228,-271.5372173,-429.3225816,-70.95195644,277.7440319,-7.855553098,202.9507,172.0944327,8.894105273,45.27255335
594.1587464,-120.2733892,920.7082905,-109.9033196,794.7853191,-307.38061,-596.7182181,-288.6763181,203.4585407,-67.7835388,255.3321195,-184.2929262,-125.9406439,176.8698955,-332.397656,718.5388613,373.6286799,315.7246257,191.8172005,110.9221344
-1158.081854,-882.3747295,690.9277153,-366.9862472,1194.177902,157.7081556,-313.8547163,-219.4067306,-507.0648736,515.3915316,369.8269006,218.8079191,81.32357685,-10.69262691,372.2902305,106.9179362,262.8182765,-19.79260542,-81.43879576,-19.75550052
-67.48407023,-7.862744155,1309.747512,-1049.371487,657.9494071,99.67250783,-737.9054074,350.8943327,216.4202189,332.6295773,89.61651392,-165.605733,-79.13772869,188.2067542,81.57304089,578.0251389,337.6383364,66.9162714,-310.4174114,187.7612288
-1569.097216,-754.6276196,1127.610918,215.0066219,997.1975453,372.3169787,254.5344559,-313.1598432,-142.9482535,325.1821885,-18.1794965,-108.5740732,-140.5283771,62.15116205,160.1853322,395.7374692,1.388758575,231.0222582,-159.2604361,151.5805885
302.2133781,-503.9595663,804.4215433,-94.84727011,-115.7334847,-105.8809835,-421.4960436,-201.1137447,21.9336635,408.0152973,29.48090541,23.62381667,-259.6848142,-133.0631596,176.9348087,48.17003935,103.3885385,173.686782,179.1447046,-131.3720128
-668.831929,-1593.997463,1429.703004,-524.0265324,118.2616383,558.766791,61.61254715,137.8555278,-76.42430564,114.1221348,510.1498513,-49.84691427,-220.7189698,-392.365258,238.9232975,440.4596435,48.90348527,509.0604452,-120.6326465,-81.41825378
563.1440188,-401.2074711,1157.733203,-579.0376557,717.3053108,-301.6298662,-424.5904242,-279.7782182,96.4953239,557.2217147,-223.3321708,-167.395487,-72.23234182,208.5051163,-519.6554881,102.6480543,-53.16522052,474.4416606,-131.9334227,-128.5413762
-837.1484518,-225.2340692,1533.67554,239.0922182,1024.585121,-82.08489651,872.4214628,-463.0178819,51.86682114,150.4070235,232.7633249,-345.2945696,-52.59665203,71.52550739,107.5426084,159.5280198,-202.776061,180.0686685,-1.265898728,82.18409594
20.97785128,-1204.313772,610.8721945,258.8919774,584.3059351,63.0673949,239.8938937,210.3780353,-106.3053217,444.4534265,57.90657511,-141.0854501,-348.4053723,368.1103789,263.8984924,323.7471762,12.25895058,136.9299359,-22.04494382,-57.32322782
-1718.438321,-996.4255485,1373.007914,39.95705081,1234.675592,82.16164474,-89.02699262,-384.8673814,-373.7292697,633.7079861,74.15310706,-54.11782921,114.8274207,108.7537648,90.42617939,127.6298724,36.79326553,-25.02711957,-180.8844775,205.7247947
139.857833,-463.616206,1465.55847,386.8526769,688.3124006,-81.81815024,-183.7260907,-359.9797512,-24.12760678,166.1770862,629.5384233,-121.1166073,-262.9655525,-232.8397854,-110.970112,-1.759129387,-160.3771781,362.9185715,30.93159674,-6.629628666
-1173.351009,-1196.639108,1584.911897,-183.2644032,535.0872642,-106.0784007,71.64489503,64.03813812,635.5461168,450.7946527,-103.5890139,127.153227,85.63888551,111.5293297,476.2184289,592.7782389,-57.22126548,120.4633939,149.4368185,-71.77086427
373.7086147,-1494.635658,1696.886542,529.6187405,325.0842721,49.83427839,-210.7974637,-248.9973643,-182.6946263,344.3891733,328.0527712,-345.199116,42.32710532,68.29811445,-92.49134351,411.1064272,63.41877224,57.47649689,16.94940054,225.8519151
-1368.036639,-1318.385793,1002.632086,-251.7190453,-53.46350176,-304.066112,-721.0898934,-286.7734632,-71.76193321,350.1955284,218.3184046,181.8104613,-606.0839425,-53.82911235,-301.3866005,250.8401615,-47.53122787,429.1712832,79.93608773,96.72020389
-923.4622714,-38.77048409,1218.697202,600.6453773,717.5908151,-52.86533214,711.516325,-425.8239225,317.4775183,126.9705443,-61.88656679,8.48945476,-454.4266212,272.1856444,-97.6457967,508.5711861,-92.62215117,258.0675262,43.55172665,324.60464
-504.2456458,-50.89381198,1433.905003,406.2840292,685.1036807,-139.5814851,788.9161786,-436.1941898,27.58834874,411.6709957,198.1395445,-77.4332289,-374.628396,-91.79677045,-20.15383176,84.31070952,-2.528010552,91.70303734,29.49916856,241.9477993
-826.5679284,-16.41303155,1473.473706,-104.3536492,1250.662195,-42.62451059,640.9102516,-329.9339629,-97.47405062,144.4317815,696.7390809,-280.896219,-95.51959568,216.3586996,-91.81836601,302.0242929,-166.2716117,125.0208402,-22.53687164,145.3600903
31.86917664,-1796.118425,2031.25908,205.7560675,575.7807523,188.8701695,-181.2400548,-190.4191356,-194.9197005,90.37311683,175.5871435,-258.0576756,215.9303794,220.5854665,-106.7874621,448.3989808,-216.7298943,68.88130305,61.3797918,-47.68031928
654.2824046,-1212.486701,1669.005488,-3.238990567,392.115265,-732.0267258,203.7269041,-243.3942308,-266.5722189,279.9568115,-175.1809286,-24.91071308,168.8160555,133.944074,59.66642611,-2.379380179,180.5385751,260.7754168,13.01877813,187.9221722
-1149.250804,-1033.889665,628.393337,-224.4697927,270.9497507,-873.5383068,-355.7871707,-374.9109599,308.4360533,225.8810002,374.1103578,82.89624516,-614.9842384,234.4029991,-14.65607911,110.9839255,-55.68599544,20.49292987,45.26615121,-186.9730517
-260.6836332,-367.9098334,776.9131857,-1083.63815,499.3347171,-122.2263515,-162.4235155,-50.70445118,886.9195097,54.84836058,493.5550028,-416.0253627,103.3884684,-114.1938107,368.206201,212.5357252,-218.3082646,100.9929817,119.0674191,265.6612704
292.7399973,-696.9266908,1600.647334,-1005.185226,430.4925663,180.6402424,-487.1071506,-405.6014099,-310.5432334,679.8073223,-180.9357191,189.4827411,-191.9454617,250.777006,-60.93999009,295.1409346,166.4510633,186.7895552,-128.9141464,329.5194734
-398.0196465,386.662282,1363.565926,216.6023437,347.5067877,-188.1058629,500.7429922,-480.2632892,375.155222,299.004408,-120.6642421,-4.832100017,-279.8867941,148.1840428,-104.8873758,11.35545699,128.7375685,37.56142989,71.97004421,89.15932461
-125.188547,-1176.16543,524.4689286,-1061.483083,123.2016149,-611.5887306,235.7238816,-481.5767899,-197.6186185,298.6717348,-65.48803587,-143.8272468,-92.98742816,-233.7804111,203.5785788,43.45170782,-550.7540746,-174.6959066,590.5211926,79.92076757
-1481.599594,-1281.936644,1235.319852,-245.9837692,-214.3027596,-381.8452991,58.90497741,-337.3685041,1.061603446,174.342193,-111.5362816,-60.38316173,-772.2659463,291.9606139,-275.1531342,308.3503208,103.9872515,252.9424317,-181.3704973,48.58596578
-1645.301648,-681.7202233,938.0032522,-636.358487,732.4653898,-792.9003509,-214.2050569,-501.1986243,-181.7510086,705.8955404,864.7772797,255.017656,-108.3058979,-35.84666554,-182.2855241,195.5805077,253.7874658,-38.53887971,138.0404251,-61.30749102
-1899.160421,-941.6751438,1189.832524,-76.98804234,713.2755994,-492.6052887,-253.2573634,-706.8247152,247.5629084,897.1687678,208.5693239,224.5012486,127.8689624,-151.3442321,30.7648059,333.6654855,-113.7477471,246.0244001,34.13579708,46.84389761
-1703.234924,-363.2762732,1161.845939,-90.19899258,755.6546947,-119.8233471,-50.91091628,-905.4526178,223.5113061,582.613564,-238.700181,-422.4426199,180.3322465,-131.5207313,369.0529592,378.1425746,138.4893815,85.53859255,-222.5782813,-124.4610983
-1446.131915,-173.6316603,857.695791,-185.4791392,707.5203298,-91.74053626,-368.5588841,-961.0169622,46.55031904,628.9500365,-124.4557812,-371.8647417,34.52595016,-88.81332668,415.5183255,225.6787287,491.5760495,-159.3539593,-115.5145127,-52.14584462
484.6724587,-1182.392192,894.1919612,323.8360313,509.9399661,-387.6192542,32.8284096,-199.5861083,-27.15230554,284.9827745,-65.36470842,-164.6105432,-476.4220026,-47.23016752,216.0438172,81.1025099,224.9542889,300.307489,-9.946281766,130.6420093
-199.9128135,-1447.749563,1026.547799,-362.4171537,1665.334607,-492.0679355,-413.8703228,-44.07997595,174.8547485,497.202616,484.3114055,-315.5611518,-26.27694523,438.6130632,386.177701,317.1908973,240.243271,-7.681407296,-45.54925503,-246.7919323
-1665.625917,-471.4748984,901.4415988,-72.53345153,938.5593712,-237.4964099,-370.2657435,-963.3889456,197.3663717,866.6804898,-34.85999958,21.95632366,217.571276,-187.1248874,208.6343942,205.4077489,199.1783431,-261.1487275,-77.12484858,-186.5213884
-1379.213769,-1586.257782,1280.479047,-318.1513827,27.96433711,-193.6911814,-679.8470344,15.57104296,-372.9866804,419.4102308,283.4806315,-366.5925686,-92.62911122,-122.388287,130.2018838,98.45325951,-153.9596777,-31.79340739,-45.38130902,305.7897379
-1416.163471,-305.4113626,715.0232391,-366.9362515,426.2180154,-96.73385761,-334.7658369,-770.89866,-45.50094411,649.1549614,418.8577348,-217.9317232,94.55436563,-297.5309787,-27.76264075,265.7137893,417.5968376,163.9570035,89.5168863,-144.6305719
-987.6646716,-493.5685909,937.4797361,-65.4653843,690.2160844,158.3929472,-337.3440793,-360.9702388,155.6728501,255.0138217,424.8809093,89.15572161,255.3861438,-143.8468716,57.91100885,170.4156456,47.35408233,125.3390401,-92.11267484,-391.63812
-610.9050804,-687.3360956,656.2506074,-168.2244287,-251.1647697,-75.68667711,-207.411263,277.0898365,-86.98851191,77.88463604,299.7803203,-204.374252,-117.5048392,40.88609369,-133.9781277,211.5294327,-55.14295077,-163.1764845,175.3347277,48.09883852
-111.6895938,-397.8333001,1258.677481,-994.2012546,674.4306318,-474.2515283,-395.3850171,-395.1327152,-244.7526206,963.9325718,330.3161893,175.0523034,-235.7197674,-191.9990218,207.0466916,827.820178,235.097171,252.820828,199.1228604,-7.644122323
-893.29091,-948.4349788,1827.39141,-614.1992519,-59.3915589,-149.8027347,482.1641962,-457.889794,-18.6921839,159.3371256,-458.5673461,-294.737126,50.47465974,-302.5235113,98.50613637,409.987634,-186.2852626,38.50316471,-55.97636057,5.037340477
-663.0462943,-295.0504849,840.4665764,-218.4420874,664.5004989,194.7657959,-247.8923162,-345.197038,-28.72891177,142.825981,533.0352492,-36.46634157,110.4604237,-81.22681286,2.12262552,159.7261177,160.9250458,69.47691223,-15.09330209,-540.7469716
527.7502755,-768.0529109,938.7713354,199.3208904,126.2815879,-305.0316596,230.5525226,-646.1953357,36.1826803,-42.68397165,165.057079,-3.308789011,-5.969582017,-476.3786029,435.8297168,-16.66748681,115.754966,-142.6243377,-17.53554949,370.070847
75.82441428,-1376.539844,581.4483143,-61.03373309,824.253447,171.5851445,395.2640998,-163.0336216,-279.921442,189.7961555,-200.4112662,72.18942028,-253.5919116,205.5339256,263.8035626,471.3300996,-24.09281033,261.2091735,-191.3340133,-75.91375177
